turbine_id,line_id,section_id,diameter,length,thickness,mass,cost_rate
34,F,chain_bottom,0.067,47.94013144787508,0.0,4.304065001390226,11126.008028593733
33,F,chain_top,0.067,139.52648629172498,0.0,12.52668793927107,32381.488323015717
34,E,chain_top,0.067,139.62555909107763,0.0,12.535582695196952,32404.48126708412
34,F,chain_top,0.067,139.64498050015516,0.0,12.537326349303932,32408.988612950663
35,F,chain_top,0.067,139.4689378545433,0.0,12.521521240580899,32368.132406901623
33,F,chain_bottom,0.067,47.72076901076176,0.0,4.284370641786191,11075.098109017305
34,E,chain_bottom,0.067,47.90424338318354,0.0,4.300842970942219,11117.679079885636
35,F,chain_bottom,0.067,47.61388474228906,0.0,4.274774572162713,11050.29226904061
4,E,chain_bottom,0.068,46.56070423581014,0.0,4.305933927727723,11130.839203176161
4,F,chain_bottom,0.068,46.4979238067665,0.0,4.300127993649766,11115.830863584644
3,E,chain_top,0.068,138.84868461887075,0.0,12.840726353553167,33193.27762393493
3,F,chain_top,0.068,138.8447760180605,0.0,12.840364886150235,33192.34323069835
20,F,chain_top,0.068,137.94570698754742,0.0,12.757218982208386,32977.411069008675
4,E,chain_top,0.068,138.90838810347756,0.0,12.846247731809607,33207.55038672783
20,F,chain_bottom,0.068,44.699137765351715,0.0,4.133776260539727,10685.811633495194
36,F,chain_top,0.068,138.82341919054304,0.0,12.838389806741421,33187.23765042657
36,E,chain_top,0.068,138.84290231021882,0.0,12.840191605649037,33191.89530060276
35,E,chain_top,0.068,139.4718842400099,0.0,12.898359854516118,33342.26022392416
33,E,chain_bottom,0.068,47.66791512356282,0.0,4.40832879062709,11395.529923771026
4,F,chain_top,0.068,138.87534242841244,0.0,12.843191667779584,33199.65046121022
19,F,chain_top,0.068,138.36323040890403,0.0,12.795831548215444,33077.224552136926
19,F,chain_bottom,0.068,45.51491272464725,0.0,4.209219128775379,10880.831447884351
36,F,chain_bottom,0.068,46.39912163436107,0.0,4.290990768745712,11092.211137207665
36,E,chain_bottom,0.068,46.436217769957864,0.0,4.294421419365704,11101.079369060342
35,E,chain_bottom,0.068,47.61936258270909,0.0,4.403838651648936,11383.922914512501
33,E,chain_top,0.068,139.49801345108972,0.0,12.900776283956779,33348.50669402827
3,E,chain_bottom,0.068,46.44722212521205,0.0,4.2954391021396106,11103.710079030892
3,F,chain_bottom,0.068,46.43978390017267,0.0,4.2947512150879685,11101.9318910024
37,E,chain_bottom,0.069,44.16080071769396,0.0,4.20499144433882,10869.902883615847
18,E,chain_bottom,0.069,44.24520854133089,0.0,4.213028757305527,10890.679337634789
18,F,chain_bottom,0.069,44.3368959229043,0.0,4.2217592297789475,10913.24760897858
2,F,chain_top,0.069,137.849826002818,0.0,13.126060431988332,33930.866216689836
18,E,chain_top,0.069,137.71625598748304,0.0,13.113341895128137,33897.98879890623
21,F,chain_bottom,0.069,43.11908556133781,0.0,4.105799327150587,10613.491260684266
19,E,chain_bottom,0.069,45.527105108293924,0.0,4.335090948411748,11206.210101644368
37,E,chain_top,0.069,137.6738138024569,0.0,13.109300550269946,33887.54192244781
37,F,chain_top,0.069,137.63956924097977,0.0,13.106039783126096,33879.112839380956
21,F,chain_top,0.069,137.15572256441484,0.0,13.059967902583583,33760.01702817856
37,F,chain_bottom,0.069,44.092594546019214,0.0,4.19849685267195,10853.11436415699
18,F,chain_top,0.069,137.7624378694692,0.0,13.11773933393086,33909.356178211274
2,F,chain_bottom,0.069,44.50994385227033,0.0,4.238236853613182,10955.842266590074
5,F,chain_bottom,0.069,43.39568417789137,0.0,4.132137047418817,10681.57426757764
20,E,chain_bottom,0.069,44.73305504009181,0.0,4.259481500917543,11010.759679871848
2,E,chain_bottom,0.069,44.43761173118402,0.0,4.231349389043343,10938.03817067704
5,F,chain_top,0.069,137.29226525241054,0.0,13.072969497334533,33793.626150609765
2,E,chain_top,0.069,137.81326275107978,0.0,13.122578879157818,33921.86640262296
19,E,chain_top,0.069,138.3695215397099,0.0,13.175545841011179,34058.7859990139
20,E,chain_top,0.069,137.96293340044426,0.0,13.136830518390303,33958.706890038935
17,F,chain_top,0.07,136.56653480030457,0.0,13.38352041042985,34596.40026096116
17,E,chain_bottom,0.07,41.851109970497916,0.0,4.101408777108796,10602.14168882624
21,E,chain_bottom,0.07,43.165056355129174,0.0,4.23017552280266,10935.003726444875
22,F,chain_bottom,0.07,40.48092176235542,0.0,3.9671303327108323,10255.0319100575
17,E,chain_top,0.07,136.53906205478623,0.0,13.380828081369053,34589.440590339
26,C,chain_bottom,0.07,47.022772179775465,0.0,4.608231673617996,11912.27887630252
26,C,chain_top,0.07,139.15287664517174,0.0,13.636981911226833,35251.598240521365
22,F,chain_top,0.07,135.88939376516464,0.0,13.317160588986138,34424.860122529164
17,F,chain_bottom,0.07,41.90826475835534,0.0,4.107009946318824,10616.62071123416
21,E,chain_top,0.07,137.17836524011892,0.0,13.443479793531656,34751.39526627933
